uei,years_audited,audit_reports_count,city,ein,entity_name,state,zip,cognizant_agency,entity_type,latest_audit_year,earliest_audit_year,going_concern_count,internal_control_def_count,low_risk_count,material_weakness_gen_count,material_weakness_count,modified_opinion_count,noncompliance_count,prior_findings_count,questioned_costs_count,repeat_finding_count,significant_deficiency_count,total_expenditures,is_problem_entity,risk_score,recipient_name,recipient_state,recipient_city,total_funding,total_obligated,total_awards,program_count,funding_num
ZP21VWG6FLL8,3,3,SAINT LOUIS,420688064,AMERICAN SOYBEAN ASSOCIATION,MO,63141,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,0,79825716,1,30,AMERICAN SOYBEAN ASSOCIATION,MO,SAINT LOUIS,28902091.88,28909030.51,6,2,28902091.88
MJGHVZSUVGJ3,3,3,ELLENSBURG,910814544,HOPESOURCE,WA,98926,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,4,26777166,1,40,HOPESOURCE,WA,ELLENSBURG,28835309.23,12924386.32,59,6,28835309.23
VQBHYPJNGKV7,3,3,HAYWARD,391151377,LAC COURTE OREILLES HOUSING AUTHORITY,WI,54843,,tribal,2024,2022,0,0,0,0,0,1,0,0,1,0,6,13374659,1,60,LAC COURTE OREILLES HOUSING AUTHORITY,WI,HAYWARD,28833736.1,284606764.56,12,2,28833736.1
LQ5VVQY25V39,3,3,BATESVILLE,710246213,LYON COLLEGE,AR,725032317,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,15,40,16721995,1,400,LYON COLLEGE,AR,BATESVILLE,28804460.2,25612551,52,10,28804460.2
X25YXXV3PNA6,5,6,WARRENSBURG,446000293,UNIVERSITY OF CENTRAL MISSOURI,MO,640935001,84,higher-ed,2024,2020,0,0,0,0,0,0,0,0,0,0,12,377468029,1,120,UNIVERSITY OF CTRL MISSOURI,MO,WARRENSBURG,28762820.28,34802779.66,29,5,28762820.28
CYCXDDJXQKZ8,3,3,LONGMEADOW,042103865,BAY PATH UNIVERSITY,MA,01106,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,7,4,138996783,1,240,BAY PATH UNIVERSITY,MA,LONGMEADOW,28751989.58,24495971,55,9,28751989.58
WMLKDK8WBKR9,3,3,MARSHALL,521501259,AMERICAN BIRD CONSERVANCY,VA,20198,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,99,99,21565110,1,990,AMERICAN BIRD CONSERVANCY,VA,MARSHALL,28745410.21,15357555.27,223,21,28745410.21
DR9GP6CWNC44,3,3,VERNON,060775588,HOUSING AUTHORITY OF THE TOWN OF VERNON,CT,06065,,local,2024,2022,0,0,0,0,0,0,0,0,0,1,4,17466707,1,40,TOWN OF VERNON HOUSING AUTHORITY,CT,VERNON ROCKVILLE,28742686,5850163,183,3,28742686
RJMTS3KE4XX7,3,3,SAN SABA,752764631,HILL COUNTRY TRANSIT DISTRICT,TX,76877,,local,2024,2022,0,0,0,0,10,0,0,0,0,0,0,22416993,1,100,HILL COUNTRY TRANSIT DISTRICT,TX,BELTON,28708325,20819825,42,3,28708325
JZGAJFPE7WB2,3,3,LEESVILLE,726001443,VERNON PARISH SCHOOL BOARD,LA,71446,,local,2024,2022,0,0,0,0,0,0,0,0,4,0,9,97548821,1,90,VERNON PARISH SCHOOL BOARD,LA,LEESVILLE,28706828.45,28233473.05,35,4,28706828.45
HT3NK1QGE1H8,3,3,GLENSIDE,231352620,ARCADIA UNIVERSITY,PA,19038,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,3,0,3,123487968,1,30,ARCADIA UNIVERSITY,PA,GLENSIDE,28703416,24792147,46,8,28703416
ZAM5E7CD7213,4,4,Muncie,352018494,"Open Door Health Services, Inc",IN,47305,,non-profit,2025,2022,0,0,0,0,7,0,0,0,0,7,4,25520298,1,110,"OPEN DOOR HEALTH SERVICES, INC.",IN,MUNCIE,28678525,153066810,21,3,28678525
JE8YCDAQV681,3,4,YORK,237118262,FAMILY FIRST HEALTH CORPORATION,PA,17401,,non-profit,2024,2022,0,0,0,0,5,6,0,0,0,6,11,30208844,1,160,FAMILY FIRST HEALTH CORPORATION,PA,YORK,28585644.98,121925784,29,5,28585644.98
RZM3NH5M61P6,3,3,NEW HAVEN,222511873,"COLUMBUS HOUSE, INC. AND SUBSIDIARIES",CT,06519,,non-profit,2024,2022,0,0,0,0,0,8,0,0,0,0,8,24058901,1,80,"COLUMBUS HOUSE, INC",CT,NEW HAVEN,28575959.57,15105098.85,48,5,28575959.57
CVFMED5XEAG7,3,3,OWINGS MILLS,520705392,"STEVENSON UNIVERSITY, INC.",MD,21117,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,11,35,25,104816957,1,500,STEVENSON UNIVERSITY INC.,MD,STEVENSON,28569584.09,31069011.8,31,4,28569584.09
YH4XF77KPL48,3,3,Los Angeles,841661910,APLA Health & Wellness,MO,90005,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,5,74432667,1,50,APLA HEALTH & WELLNESS,CA,LOS ANGELES,28557343,108088056,50,7,28557343
NV6NU6PJLT95,3,3,COLUMBUS,356000989,CITY OF COLUMBUS,IN,472016774,,local,2024,2022,0,0,0,0,3,1,0,0,0,0,0,17567154,1,30,CITY OF COLUMBUS,IN,COLUMBUS,28546263.05,22561434.56,38,4,28546263.05
X2PHZUK7MQF1,3,3,BECKLEY,550480001,"RALEIGH COUNTY COMMUNITY ACTION ASSOCIATION, INC.",WV,25801,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,5,17523917,1,50,RALEIGH COUNTY COMMUNITY ACTION ASSOCIATION INC,WV,BECKLEY,28537788.55,76966959.1,68,3,28537788.55
JEGJJDUV7PQ1,3,3,CHICAGO,361557840,NORTH PARK UNIVERSITY,IL,606254895,,higher-ed,2024,2022,0,0,0,0,2,2,0,0,0,2,6,65125243,1,80,NORTH PARK UNIVERSITY,IL,CHICAGO,28503639.05,29782651.31,44,6,28503639.05
U1Q6JDFBNJS1,3,3,MARQUETTE,381797320,ALGER-MARQUETTE COMMUNITY ACTION BOARD,MI,49855,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,3,23630150,1,30,ALGER-MARQUETTE COMMUNITY ACTION BOARD,MI,MARQUETTE,28496599.41,101616849.72,43,4,28496599.41
YY82LNJLDNU7,4,4,Mankato,416050353,"Minnesota Valley Action Council, Inc.",MN,56001,,non-profit,2025,2022,0,0,0,0,8,0,0,0,4,0,15,77768053,1,230,MINNESOTA VALLEY ACTION COUNCIL,MN,MANKATO,28488740,127566306,113,3,28488740
L9TCNM9BEVB6,3,3,TULARE,966000443,CITY OF TULARE,CA,93274,,local,2024,2022,0,0,0,0,4,4,0,0,0,3,0,20474035,1,40,"TULARE, CITY OF",CA,TULARE,28479424.44,24164238,39,7,28479424.44
GCB7UCV96NW6,3,3,SALISBURY,566000336,"ROWAN COUNTY, NORTH CAROLINA",NC,28144,,local,2024,2022,0,0,0,0,19,0,0,0,0,7,12,59055605,1,310,COUNTY OF ROWAN,NC,SALISBURY,28427612,28196165,6,3,28427612
D2U8GUNKCHV7,3,3,HONOLULU,996000449,STATE OF HAWAII DEPARTMENT OF HEALTH,HI,96813,93,state,2024,2022,0,0,0,0,28,26,0,0,0,15,3,784333525,1,310,"HEALTH, HAWAII DEPARTMENT OF",HI,HONOLULU,28424832.59,74981631.55,57,6,28424832.59
JFA4KNMF5AM3,3,3,BAYAMON,660259904,UNIVERSIDAD CENTRAL DE BAYAMON INC,PR,009601725,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,2,5,29242452,1,120,"UNIVERSIDAD CENTRAL DE BAYAMON, INC.",PR,BAYAMON,28418773.9,25808788.35,55,7,28418773.9
H534D2GJMQD3,3,3,SAN DIEGO,951644035,Point Loma Nazarene University and Subsidiary,CA,92106,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,2,6,4,147450023,1,130,POINT LOMA NAZARENE UNIVERSITY,CA,SAN DIEGO,28402605.05,30225476.92,41,7,28402605.05
U8BCVKFYFJZ2,3,4,Wilkes Barre,240795506,Wilkes University,PA,18766,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,0,182539215,1,40,WILKES UNIVERSITY,PA,WILKES BARRE,28399794.49,28975822.63,47,8,28399794.49
EMLNYCF8MJS5,2,2,CAMPO,952995028,CAMPO BAND OF MISSION INDIANS,CA,91906,,tribal,2023,2022,0,0,0,0,23,0,0,0,0,0,0,6235852,1,230,CAMPO BAND OF MISSIONS INDIANS,CA,CAMPO,28350169.38,72752220,130,18,28350169.38
Q455CMG64AA4,3,3,JACKSON,610303069,BELHAVEN UNIVERSITY,MS,39202,,higher-ed,2024,2022,0,0,0,0,4,4,0,0,1,0,2,110816934,1,60,BELHAVEN UNIVERSITY,MS,JACKSON,28329906.67,29197221.54,46,7,28329906.67
L5NEAD8CGU29,3,3,ST. MICHAELS,272888082,"HUNTERS POINT BOARDING SCHOOL, INC.",AZ,86511,,tribal,2024,2022,0,0,0,0,4,3,0,0,0,7,5,13121726,1,90,HUNTERS POINT BOARDING SCHOOL,AZ,SAINT MICHAELS,28300528.68,70466314.72,18,12,28300528.68
YNWFA3JD4E31,2,2,MYSTIC,460814861,GLOBAL FOUNDATION FOR OCEAN EXPLORATION,CT,063550417,,non-profit,2023,2022,0,0,0,0,4,0,0,0,0,0,0,10113082,1,40,"THE GLOBAL FOUNDATION FOR OCEAN EXPLORATION, INC",CT,REDDING,28295751.41,133858759.05,9,2,28295751.41
HJBRJKBEKEG5,4,4,Carbondale,376001081,"City of Carbondale, Illinois",IL,62901,,local,2025,2022,0,0,0,0,4,0,0,0,1,0,1,27778737,1,50,CITY OF CARBONDALE,IL,CARBONDALE,28245712.36,37336015,16,6,28245712.36
YGV4KC77D6N5,3,3,ST. PAUL,410696906,"CONCORDIA UNIVERSITY, ST. PAUL",MN,55104,,non-profit,2024,2022,0,0,0,0,12,0,0,0,31,40,65,128870613,1,770,"CONCORDIA UNIVERSITY, ST. PAUL",MN,SAINT PAUL,28223055.01,33482969.11,41,6,28223055.01
VYRJU68KJUB5,3,3,BUFFALO,411268614,WRIGHT COUNTY,MN,55313,,local,2024,2022,0,0,0,0,0,0,0,0,0,1,3,46558843,1,30,WRIGHT COUNTY GOVERNMENT,MN,BUFFALO,28175153,28792208,13,3,28175153
DA7EACJJ2K49,3,3,FARIBAULT,416005882,"RICE COUNTY, MINNESOTA",MN,55021,,local,2024,2022,0,0,0,0,0,0,0,0,0,2,4,31095286,1,40,"RICE, COUNTY OF INC",MN,FARIBAULT,28170419,16412058,228,4,28170419
NNLQK7LNGL93,3,3,GRAND RAPIDS,383071514,CALVIN UNIVERSITY,MI,49546,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,7,58789154,1,70,CALVIN UNIVERSITY,MI,GRAND RAPIDS,28169873.17,24933175.48,79,13,28169873.17
CMMFBJ2F9W56,3,4,FAIRFIELD,060646623,FAIRFIELD UNIVERSITY,CT,06824,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,5,173741239,1,50,FAIRFIELD UNIVERSITY,CT,FAIRFIELD,28167697.91,31252255,73,12,28167697.91
C8A5FKWNN2G7,3,3,NULATO,920064349,NULATO TRIBAL COUNCIL,AK,99765,,tribal,2024,2022,0,0,0,0,3,3,0,0,1,1,0,7313993,1,30,NULATO TRIBAL COUNCIL,AK,NULATO,28164090.61,30613032.38,99,15,28164090.61
UJNWM49GLRU3,3,3,VICTORIA,746003168,HOUSING AUTHORITY OF THE CITY OF VICTORIA,TX,77901,,local,2024,2022,0,0,0,0,1,2,0,0,0,0,1,14356187,1,30,VICTORIA AFFORDABLE HOUSING CORPORATION,TX,VICTORIA,28034337,9270368,170,3,28034337
TRV5CS3F4RQ8,3,3,WASHINGTON,521148078,NEIGHBORHOOD REINVESTMENT CORPORATION (DBA NEIGHBORWORKS AMERICA),DC,200020000,21,non-profit,2024,2022,0,0,0,0,2,2,0,0,0,2,2,605281994,1,40,NEIGHBORHOOD REINVESTMENT CORPORATION,DC,WASHINGTON,27988548.24,18667410.92,29,4,27988548.24
CKMXYP3GBN33,3,3,GRIMES,972156702,RECLAMATION DISTRICT NO. 108,CA,95950,,local,2024,2022,0,0,0,0,3,0,0,0,0,0,0,13272369,1,30,RECLAMATION DISTRICT 108,CA,GRIMES,27939226,38046028,14,3,27939226
CT89PKK5Q4G5,3,3,BENTON HARBOR,381738980,LAKE MICHIGAN COLLEGE,MI,49022,,higher-ed,2024,2022,0,0,0,0,2,0,0,0,6,2,20,25440749,1,220,LAKE MICHIGAN COLLEGE,MI,BENTON HARBOR,27901745.69,29998554.27,59,8,27901745.69
DYLSJBLXKGW5,3,3,WARREN,386006931,"CITY OF WARREN, MICHIGAN",MI,480935289,,local,2024,2022,0,0,0,0,4,0,0,0,0,0,0,22057832,1,40,CITY OF WARREN,MI,WARREN,27899432.29,27746885.29,12,2,27899432.29
TXV4HBWL3DZ3,3,3,SACATION,860810876,GILA RIVER HEALTH CARE CORPORATION,AZ,85147,93,tribal,2024,2022,0,0,0,0,0,0,0,0,0,2,3,432798445,1,30,GILA RIVER HEALTHCARE CORPORATION,AZ,SACATON,27892897.99,137579963.24,33,5,27892897.99
Z3NEG76HUKC1,3,4,ST. PAUL,410693960,HAMLINE UNIVERSITY OF MINNESOTA,MN,55104,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,25,99570632,1,250,TRUSTEES OF THE HAMLINE UNIVERSITY OF MINNESOTA,MN,SAINT PAUL,27880321.26,29035020.33,55,9,27880321.26
F4JYW3GGL2L1,3,3,ALVA,611763851,NORTHWESTERN OKLAHOMA STATE UNIVERSITY,OK,737172799,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,2,0,4,40005876,1,40,NORTHWESTERN OKLAHOMA STATE UNIVERSITY,OK,ALVA,27875086.94,24817531.64,56,7,27875086.94
T7WMLBN6EJM3,3,3,QUINCY,421027794,JOHN WOOD COMMUNITY COLLEGE DIST NO. 539,IL,62305,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,2,27515561,1,30,JOHN WOOD COMMUNITY COLLEGE,IL,QUINCY,27826539.33,22450816.65,57,8,27826539.33
ZH8YQ4KA7AL6,3,3,TIERRA AMARILLA,856000240,RIO ARRIBA COUNTY,NM,87575,,local,2024,2022,0,0,0,0,29,0,0,0,0,0,2,12079493,1,600,COUNTY OF RIO ARRIBA,NM,ESPANOLA,27794269.42,24159948,46,8,27794269.42
DA1EFNZJ5D29,3,3,COLORADO SPRINGS,840622557,BSCS SCIENCE LEARNING,CO,80918,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,44,18503484,1,440,BSCS SCIENCE LEARNING,CO,COLORADO SPRINGS,27779673.64,29600432,40,5,27779673.64
NL6BDNFT6JE6,3,3,PARAMOUNT,956005780,CITY OF PARAMOUNT,CA,90723,,local,2024,2022,0,0,0,0,0,0,0,0,0,0,3,22182028,1,30,CITY OF PARAMOUNT,CA,PARAMOUNT,27741470.79,22902978,29,4,27741470.79
SDV5MRGPA6K1,3,3,AKRON,510148544,VANTAGE AGING,OH,44311,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,3,29264208,1,30,VANTAGE AGING,OH,AKRON,27721290.07,26377301.18,37,2,27721290.07
S8SLRXNUZLN4,1,1,Cuba,870785243,"Na' Neelzhiin Ji Olta' Inc.",NM,87103,,local,2022,2022,0,0,0,0,0,0,0,0,0,3,3,5422249,1,30,NA NEELZHIIN JI OLTA INC,NM,CUBA,27710652,69996315,14,11,27710652
MZLLA5SB4LM7,3,3,FORT YUKON,920057447,YUKON FLATS SCHOOL DISTRICT,AK,99740,,state,2024,2022,0,0,0,0,4,2,0,0,0,8,16,21732791,1,200,YUKON FLATS SCHOOL DISTRICT,AK,FORT YUKON,27694442.83,37814576.74,45,6,27694442.83
C1ACK11FLYD9,3,3,READING,231352615,ALBRIGHT COLLEGE,PA,196125234,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,5,6,65519927,1,70,ALBRIGHT COLLEGE,PA,READING,27683912.31,28520836.31,41,6,27683912.31
M7PFGNEBVN74,2,3,LEBANON,236003032,"THE COUNTY OF LEBANON, PENNSYLVANIA",PA,17042,,local,2022,2021,0,0,0,0,2,2,0,0,0,50,50,47628767,1,540,COUNTY OF LEBANON,PA,LEBANON,27678820,27665909,4,2,27678820
XYKZH2TNM8M1,3,3,GRAND ISLAND,476013098,HALL COUNTY HOUSING AUTHORITY,NE,688034600,,local,2024,2022,0,0,0,0,1,0,0,0,0,0,0,14969833,1,30,HALL COUNTY HOUSING AUTHORITY,NE,GRAND ISLAND,27671558.78,5445756,214,3,27671558.78
LUPWLEH8XKL9,1,2,CHRISTIANSBURG,541754009,VCC SOCIAL ENTERPRISES INC.,VA,240731068,,non-profit,2022,2022,0,0,0,0,10,0,0,0,0,0,0,10831399,1,220,LOCUS IMPACT FUND,VA,HENRICO,27657651,17759794,16,3,27657651
YLLEVAMRNUH5,2,2,CAMERON PARK,421533531,EL DORADO COUNTY COMMUNITY HEALTH CENTER,CA,95682,,non-profit,2023,2022,0,0,0,0,0,0,0,0,0,0,11,44706767,1,110,EL DORADO COUNTY COMMUNITY HEALTH CENTER,CA,PLACERVILLE,27643199,147911886,32,4,27643199
EKB5V5389VJ5,3,3,WAUBUN,410918131,WHITE EARTH RESERVATION HOUSING AUTHORITY,MN,56589,,tribal,2024,2022,0,0,0,0,20,20,0,0,4,23,7,12995716,1,270,WHITE EARTH RESERVATION HOUSING AUTHORITY,MN,WAUBUN,27636555.2,339370056,22,5,27636555.2
NBK7GN6KXCC4,3,3,PHILADELPHIA,237109952,"OPPORTUNITIES INDUSTRIALIZATION CENTERS OF AMERICA, INC",PA,19122,,non-profit,2024,2022,0,0,0,0,2,0,0,0,4,0,0,16513992,1,50,"OPPORTUNITIES INDUSTRIALIZATION CENTERS OF AMERICA, INC.",PA,PHILADELPHIA,27619847.96,26578831.55,16,2,27619847.96
LCMUMYY4RSN4,3,3,OVERLAND PARK,486100373,"CITY OF OVERLAND PARK, KANSAS",KS,662122866,,local,2024,2022,0,0,0,0,0,0,0,0,0,5,7,26373116,1,70,CITY OF OVERLAND PARK,KS,OVERLAND PARK,27599579.72,23489297,23,4,27599579.72
M7SAWYCADYW1,3,3,FAYETTEVILLE,566001226,CITY OF FAYETTEVILLE,NC,28301,20,local,2024,2022,0,0,0,0,0,0,0,0,0,0,3,113453249,1,30,"FAYETTEVILLE, CITY OF",NC,FAYETTEVILLE,27582625.35,16299728.16,28,11,27582625.35
TMQBNH7BKQM8,3,3,Roseglen,456001063,WHITE SHIELD SCHOOL,ND,58775,,tribal,2024,2022,0,0,0,0,50,20,0,0,0,10,20,13731224,1,800,WHITE SHIELD SCHOOL DISTRICT,ND,ROSEGLEN,27573141.04,64107885.21,19,10,27573141.04
KALKKJL418Q7,3,3,NORTHFIELD,410694747,Carleton College,MN,55057,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,4,10,36873596,1,100,CARLETON COLLEGE,MN,NORTHFIELD,27517033.33,23631392,118,16,27517033.33
PTRFFH4RAKX3,2,2,OLEAN,161504738,CATTARAUGUS COUNTY PROJECT HEAD START INC.,NY,14760,,local,2023,2022,0,0,0,0,8,0,0,0,8,0,0,9881296,1,80,"CATTARAUGUS COUNTY PROJECT HEAD START, INC",NY,OLEAN,27510274.14,131844219.6,21,2,27510274.14
C3J3SA3KYL55,3,3,REVERE,046001412,CITY OF REVERE,MA,02151,,local,2024,2022,0,0,0,0,0,0,0,0,0,17,17,91845008,1,300,CITY OF REVERE,MA,REVERE,27498421.06,25095651.64,33,6,27498421.06
R944EMRC7JN5,3,3,CALDWELL,221500483,CALDWELL UNIVERSITY,NJ,070066195,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,8,53318781,1,80,CALDWELL UNIVERSITY INC,NJ,CALDWELL,27482944,27981135,39,7,27482944
HM8AGGB4CM37,3,3,WESTBURY,270216316,"LONG ISLAND FQHC, INC.",NY,11590,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,5,6,26952072,1,60,HARMONY HEALTH CARE LONG ISLAND,NY,WESTBURY,27474426.55,127807638,17,3,27474426.55
YRD8LMU2BY93,3,3,POUGHKEEPSIE,141584609,POUGHKEEPSIE HOUSING AUTHORITY,NY,12601,,local,2024,2022,0,0,0,0,2,2,0,0,0,2,1,14400184,1,30,POUGHKEEPSIE HOUSING AUTHORITY,NY,POUGHKEEPSIE,27435426.72,7242940,174,4,27435426.72
K6SBY3E11DV5,3,3,LAKEWOOD,201324142,LAKEWOOD RESOURCE & REFERRAL CENTER-D/B/A/ CENTER FOR HEALTH EDUCATION,NJ,08701,,non-profit,2024,2022,0,0,0,0,4,4,0,0,0,4,4,26206301,1,80,LAKEWOOD RESOURCE & REFERRAL CENTER,NJ,LAKEWOOD,27433910.03,91277730.18,32,5,27433910.03
UKBZFNJZDZX3,3,3,SILVER CITY,856800218,GRANT COUNTY,NM,88062,,local,2024,2022,0,0,0,0,32,8,0,0,5,48,32,15451516,1,830,COUNTY OF GRANT,NM,SILVER CITY,27428533.94,33169983.64,27,4,27428533.94
LDABZVFUKNS3,3,3,GRAND RAPIDS,383382353,COREWELL HEALTH & AFFILIATES,MI,49503,93,non-profit,2024,2022,0,0,0,0,105,2,0,0,1,21,23,189014399,1,1280,COREWELL HEALTH,MI,GRAND RAPIDS,27426777.15,161410200,16,4,27426777.15
W14BFKZBK9S6,3,3,NEWPORT,936001546,HOUSING AUTHORITY OF LINCOLN COUNTY,OR,97365,,local,2024,2022,0,0,0,0,6,0,0,0,0,3,18,21669262,1,240,HOUSING AUTHORITY OF LINCOLN COUNTY,OR,NEWPORT,27395923.63,6168807,241,5,27395923.63
KGBNS6JY69Y7,3,3,PATERSON,222290124,"PATERSON COMMUNITY HEALTH CENTER, INC",NJ,07522,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,5,14647477,1,50,PATERSON COMMUNITY HEALTH CENTER INC.,NJ,PATERSON,27391918,151935366,22,3,27391918
DCQQX5TRCYN9,3,3,LOS ANGELES,951667177,OCCIDENTAL COLLEGE,CA,90041,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,40,53797717,1,400,OCCIDENTAL COLLEGE,CA,LOS ANGELES,27322907.22,18897694.22,97,12,27322907.22
K4V1DYKLKKA5,3,4,Tucumcari,850204963,"Eastern Plains Community Action Agency, Inc.",NM,88401,,non-profit,2024,2022,0,0,0,0,10,0,0,0,2,11,18,20553974,1,280,"EASTERN PLAINS C.A.A., INC.",NM,TUCUMCARI,27317481.2,127740576.36,15,1,27317481.2
PDNETU6N7D83,3,3,GLOUCESTER,046001390,"CITY OF GLOUCESTER, MASSACHUSETTS",MA,01930,,local,2024,2022,0,0,0,0,1,7,0,0,13,16,0,33897366,1,170,"GLOUCESTER, CITY OF",MA,GLOUCESTER,27300830.09,25300054.8,29,5,27300830.09
FFELLKBAB7B8,2,2,GARY,351340318,GARY PUBLIC TRANSPORTATION CORPORATION,IN,46402,,local,2023,2022,0,0,0,0,17,0,0,0,10,7,10,13483428,1,270,GARY PUBLIC TRANSPORTATION CORP,IN,GARY,27296794,42880223,16,3,27296794
GPW4UYVHH8M8,3,3,SAN BERNARDINO,956002754,SAN BERNARDINO COMMUNITY COLLEGE DISTRICT,CA,92408,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,0,4,111300066,1,40,SAN BERNARDINO COMMUNITY COLLEGE,CA,SAN BERNARDINO,27171494.23,33601119.31,23,2,27171494.23
U2AMQ8FWHGR4,3,3,MILWAUKEE,521759564,"PUBLIC ALLIES, INC",WI,53202,,non-profit,2024,2022,0,0,0,0,0,0,0,0,0,0,6,21139857,1,60,PUBLIC ALLIES INC,WI,MILWAUKEE,27150677.56,101071392.58,10,2,27150677.56
DJW8S7A971Z8,4,4,Clinton,640303086,Mississippi College,MS,39058,,non-profit,2025,2022,0,0,0,0,0,0,0,0,0,0,5,186640878,1,50,MISSISSIPPI COLLEGE,MS,CLINTON,27135010.68,31439261.2,32,5,27135010.68
HJ2LVM1L2JU7,3,3,CHEYENNE,836009473,Laramie County Community College,WY,82007,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,0,1,6,39861872,1,60,LARAMIE COUNTY COMMUNITY COLLEGE,WY,CHEYENNE,27099915.27,30357497.93,34,6,27099915.27
TNQ8MSCB2R67,3,3,Pensecola,592299573,"90Works, Inc",FL,32502,,non-profit,2024,2022,0,0,0,0,2,3,0,0,2,0,1,30302866,1,40,"90WORKS, INC.",FL,PENSACOLA,27056592.38,21709895.42,21,5,27056592.38
NJZ5FMC2KUC6,4,4,OMAK,911178788,OKANOGAN COUNTY CHILD DEVELOPMENT ASSOCIATION,WA,98841,,non-profit,2024,2021,0,0,0,0,8,0,0,0,0,27,55,19826651,1,630,OKANOGAN COUNTY CHILD DEVELOPMENT ASSOCIATION,WA,OMAK,27035581.98,121719717.96,11,1,27035581.98
SZY9KM9HH687,3,3,DETROIT,432078767,"DETROIT RECOVERY PROJECT, INC.",MI,482032857,,non-profit,2024,2022,0,0,0,0,12,12,0,0,0,6,6,13621861,1,180,DETROIT RECOVERY PROJECT,MI,HIGHLAND PARK,27010017.44,22874540.74,60,7,27010017.44
CXNQAJR6FYY4,3,3,COOS BAY,936015621,SOUTHWESTERN OREGON COMMUNITY COLLEGE,OR,97420,,higher-ed,2024,2022,0,0,0,0,10,0,0,0,0,0,19,31860125,1,290,SOUTHWESTERN OR COMMUNITY COLLEGE DIST,OR,COOS BAY,26983638.63,19660168.62,63,8,26983638.63
WTMVL67KNGU5,3,3,FORT SMITH,716019322,SEBASTIAN COUNTY FEDERAL PROGRAMS,AR,72901,,local,2024,2022,0,0,0,0,2,1,0,0,0,1,1,21809760,1,30,"SEBASTIAN, COUNTY OF",AR,FORT SMITH,26983364.95,31253504,9,2,26983364.95
FULBMVMBF5G6,2,2,Kearney,476006243,"City of Kearney, Nebraska",NE,68847,,local,2024,2023,0,0,0,0,2,0,0,0,0,1,3,38454298,1,50,CITY OF KEARNEY,NE,KEARNEY,26979865.77,30171508,18,2,26979865.77
CDVSG3NKJ1D7,3,3,Enterprise,630504851,Enterprise State Community College,AL,36330,,higher-ed,2024,2022,0,0,0,0,3,0,0,0,0,0,3,37152605,1,60,ENTERPRISE STATE COMMUNITY COLLEGE,AL,ENTERPRISE,26967414.31,27345522.49,46,8,26967414.31
VS8LQK5RAFK6,3,4,DETROIT,381986574,"DETROIT CENTRAL CITY CMH, INC.",MI,48201,,local,2022,2020,0,0,0,0,29,0,0,0,2,0,2,15617405,1,310,DETROIT CNTRL CTY COMMUNITY MNTL,MI,DETROIT,26954561.19,79302727.68,53,5,26954561.19
GQNNW1Q2G3D8,3,3,Louisville,610482955,Bellarmine University,KY,40205,,higher-ed,2024,2022,0,0,0,0,0,0,0,0,3,0,0,83576370,1,30,BELLARMINE UNIVERSITY INC,KY,LOUISVILLE,26952393.98,26190205.99,44,9,26952393.98
FZ1LVCMZC661,3,3,ABILENE,756001173,"TAYLOR COUNTY, TEXAS",TX,79602,,local,2024,2022,0,0,0,0,1,1,0,0,0,3,5,13511118,1,60,COUNTY OF TAYLOR,TX,ABILENE,26919607,26919607,4,1,26919607
DLDZHH42E8E3,3,3,SPRINGFIELD,316000132,CLARK COUNTY,OH,45502,,local,2024,2022,0,0,0,0,1,1,0,0,0,2,2,67732192,1,30,COUNTY OF CLARK,OH,SPRINGFIELD,26894051,26794051,3,2,26894051
C6LTSABGEXL7,1,1,Seattle,237100868,Country Doctor Community Health Centers,WA,98122,,non-profit,2020,2020,0,0,0,0,0,0,0,0,0,0,5,5226843,1,50,SEATTLE ROOTS COMMUNITY HEALTH,WA,SEATTLE,26864741.68,127613886,33,5,26864741.68
